year,country,gdp_tier,industry,company_size,num_employees,rd_spend_pct_gdp,internet_penetration_pct,digital_maturity_index,ai_adoption_rate,adoption_level,prior_year_adoption_rate,adoption_momentum,rolling_3yr_avg,years_since_2018
2020,Mexico,2,Manufacturing,Small,76,2.07,86.4,80.4,24.86,Low,2.38,22.48,2.19,2
2021,Mexico,2,Manufacturing,Small,30,2.16,75.4,59.2,22.89,Low,24.86,-1.9699999999999989,9.746666666666666,3
2022,Mexico,2,Manufacturing,Small,12,2.1,78.4,79.9,36.83,Medium,22.89,13.939999999999998,16.709999999999997,4
2023,Mexico,2,Manufacturing,Small,38,1.73,86.2,65.0,37.06,Medium,36.83,0.23000000000000398,28.193333333333328,5
2024,Mexico,2,Manufacturing,Small,16,1.99,87.9,73.5,48.01,Medium,37.06,10.949999999999996,32.26,6
2025,Mexico,2,Manufacturing,Small,71,1.87,81.6,76.2,63.36,High,48.01,15.350000000000001,40.63333333333333,7
2018,Mexico,2,Media & Entertainment,Large,12183,2.06,72.6,77.3,32.49,Medium,32.49,0.0,32.49,0
2019,Mexico,2,Media & Entertainment,Large,8614,1.85,88.0,71.5,32.17,Medium,32.49,-0.3200000000000003,32.49,1
2020,Mexico,2,Media & Entertainment,Large,11373,1.68,80.3,71.4,46.38,Medium,32.17,14.21,32.33,2
2021,Mexico,2,Media & Entertainment,Large,17961,2.58,83.7,82.2,47.88,Medium,46.38,1.5,37.013333333333335,3
2022,Mexico,2,Media & Entertainment,Large,15429,1.91,87.2,76.9,58.49,High,47.88,10.61,42.14333333333334,4
2023,Mexico,2,Media & Entertainment,Large,13919,1.93,73.6,82.1,63.24,High,58.49,4.75,50.916666666666664,5
2024,Mexico,2,Media & Entertainment,Large,18368,1.92,71.2,70.0,74.02,High,63.24,10.779999999999994,56.53666666666667,6
2025,Mexico,2,Media & Entertainment,Large,21326,1.91,83.8,70.3,83.16,High,74.02,9.14,65.25,7
2018,Mexico,2,Media & Entertainment,Medium,426,1.94,85.5,83.5,22.03,Low,22.03,0.0,22.03,0
2019,Mexico,2,Media & Entertainment,Medium,924,1.56,90.0,76.4,12.53,Low,22.03,-9.500000000000002,22.03,1
2020,Mexico,2,Media & Entertainment,Medium,974,2.29,90.5,70.4,25.3,Low,12.53,12.770000000000001,17.28,2
2021,Mexico,2,Media & Entertainment,Medium,495,1.75,82.8,66.2,35.22,Medium,25.3,9.919999999999998,19.953333333333333,3
2022,Mexico,2,Media & Entertainment,Medium,271,1.86,70.8,68.8,39.56,Medium,35.22,4.340000000000003,24.349999999999998,4
2023,Mexico,2,Media & Entertainment,Medium,914,1.93,66.1,55.1,48.44,Medium,39.56,8.879999999999995,33.36,5
2024,Mexico,2,Media & Entertainment,Medium,942,1.75,71.8,64.4,62.29,High,48.44,13.850000000000001,41.07333333333333,6
2025,Mexico,2,Media & Entertainment,Medium,401,1.82,72.5,77.5,71.1,High,62.29,8.809999999999995,50.096666666666664,7
2018,Mexico,2,Media & Entertainment,Small,20,1.79,76.6,56.6,2.0,Low,2.0,0.0,2.0,0
2019,Mexico,2,Media & Entertainment,Small,60,1.86,74.7,68.8,10.19,Low,2.0,8.19,2.0,1
2020,Mexico,2,Media & Entertainment,Small,12,2.18,76.3,65.2,24.85,Low,10.19,14.660000000000002,6.095,2
2021,Mexico,2,Media & Entertainment,Small,86,2.38,78.4,66.2,23.61,Low,24.85,-1.240000000000002,12.346666666666666,3
2022,Mexico,2,Media & Entertainment,Small,54,1.64,88.7,83.4,32.47,Medium,23.61,8.86,19.55,4
2023,Mexico,2,Media & Entertainment,Small,43,2.03,76.9,69.0,25.55,Low,32.47,-6.919999999999998,26.97666666666667,5
2024,Mexico,2,Media & Entertainment,Small,33,1.94,87.2,66.8,43.26,Medium,25.55,17.709999999999997,27.209999999999997,6
2025,Mexico,2,Media & Entertainment,Small,33,1.68,84.8,58.5,64.58,High,43.26,21.32,33.76,7
2018,Mexico,2,Retail,Large,19170,2.48,82.6,70.2,30.47,Medium,30.47,0.0,30.47,0
2019,Mexico,2,Retail,Large,8033,1.95,84.6,67.4,30.03,Medium,30.47,-0.4399999999999977,30.47,1
2020,Mexico,2,Retail,Large,32849,1.23,89.4,64.2,44.07,Medium,30.03,14.04,30.25,2
2021,Mexico,2,Retail,Large,34186,2.07,74.4,75.4,37.44,Medium,44.07,-6.630000000000003,34.85666666666666,3
2022,Mexico,2,Retail,Large,21202,1.97,83.7,68.4,42.2,Medium,37.44,4.760000000000005,37.18,4
2023,Mexico,2,Retail,Large,29783,1.4,69.5,67.8,57.97,High,42.2,15.769999999999996,41.23666666666667,5
2024,Mexico,2,Retail,Large,3876,2.21,84.4,58.7,72.9,High,57.97,14.930000000000007,45.870000000000005,6
2025,Mexico,2,Retail,Large,41673,2.29,71.0,66.7,68.3,High,72.9,-4.6000000000000085,57.690000000000005,7
2018,Mexico,2,Retail,Medium,146,1.56,87.7,75.1,13.74,Low,13.74,0.0,13.74,0
2019,Mexico,2,Retail,Medium,397,1.71,79.2,66.5,12.85,Low,13.74,-0.8900000000000006,13.74,1
2020,Mexico,2,Retail,Medium,257,2.01,82.3,81.7,34.43,Medium,12.85,21.58,13.295,2
2021,Mexico,2,Retail,Medium,143,2.17,89.7,64.1,36.83,Medium,34.43,2.3999999999999986,20.34,3
2022,Mexico,2,Retail,Medium,623,1.49,74.1,69.3,44.0,Medium,36.83,7.170000000000002,28.036666666666665,4
2023,Mexico,2,Retail,Medium,834,1.37,86.2,76.8,42.43,Medium,44.0,-1.5700000000000003,38.42,5
2024,Mexico,2,Retail,Medium,951,2.09,90.3,73.0,56.11,High,42.43,13.68,41.086666666666666,6
2025,Mexico,2,Retail,Medium,845,1.83,74.2,58.4,66.89,High,56.11,10.780000000000001,47.51333333333333,7
2018,Mexico,2,Retail,Small,12,1.97,90.9,52.0,3.26,Low,3.26,0.0,3.26,0
2019,Mexico,2,Retail,Small,17,2.09,76.0,72.9,4.81,Low,3.26,1.5499999999999998,3.26,1
2020,Mexico,2,Retail,Small,59,2.17,85.1,79.7,26.8,Low,4.81,21.990000000000002,4.035,2
2021,Mexico,2,Retail,Small,92,2.35,93.0,77.0,17.82,Low,26.8,-8.98,11.623333333333335,3
2022,Mexico,2,Retail,Small,8,2.27,80.0,70.7,31.91,Medium,17.82,14.09,16.47666666666667,4
2023,Mexico,2,Retail,Small,35,2.31,99.0,67.8,30.45,Medium,31.91,-1.4600000000000009,25.51,5
2024,Mexico,2,Retail,Small,46,1.94,73.2,50.5,46.5,Medium,30.45,16.05,26.72666666666667,6
2025,Mexico,2,Retail,Small,73,1.9,65.6,75.1,43.61,Medium,46.5,-2.8900000000000006,36.28666666666667,7
2018,Mexico,2,Technology,Large,16459,1.93,66.5,77.1,36.59,Medium,36.59,0.0,36.59,0
2019,Mexico,2,Technology,Large,37999,1.95,83.5,72.7,46.16,Medium,36.59,9.569999999999993,36.59,1
2020,Mexico,2,Technology,Large,41629,1.48,70.7,67.1,47.86,Medium,46.16,1.7000000000000028,41.375,2
2021,Mexico,2,Technology,Large,10018,1.83,77.1,93.4,55.98,High,47.86,8.119999999999997,43.53666666666667,3
2022,Mexico,2,Technology,Large,26420,1.96,71.9,60.3,57.04,High,55.98,1.0600000000000023,50.0,4
2023,Mexico,2,Technology,Large,12849,1.58,73.6,79.6,77.71,High,57.04,20.669999999999995,53.626666666666665,5
2024,Mexico,2,Technology,Large,36896,1.62,76.9,64.6,88.03,High,77.71,10.320000000000007,63.57666666666666,6
2025,Mexico,2,Technology,Large,18330,2.22,93.4,76.6,96.49,High,88.03,8.459999999999994,74.26,7
2018,Mexico,2,Technology,Medium,261,1.86,78.2,74.2,23.49,Low,23.49,0.0,23.49,0
2019,Mexico,2,Technology,Medium,278,1.54,80.1,86.1,25.04,Low,23.49,1.5500000000000007,23.49,1
2020,Mexico,2,Technology,Medium,242,1.32,80.4,72.7,34.59,Medium,25.04,9.550000000000004,24.265,2
2021,Mexico,2,Technology,Medium,825,1.82,89.8,65.1,34.59,Medium,34.59,0.0,27.706666666666667,3
2022,Mexico,2,Technology,Medium,611,2.04,70.1,77.5,44.16,Medium,34.59,9.569999999999993,31.40666666666667,4
2023,Mexico,2,Technology,Medium,324,1.4,89.7,71.5,51.86,Medium,44.16,7.700000000000003,37.78,5
2024,Mexico,2,Technology,Medium,239,2.02,74.4,64.7,66.57,High,51.86,14.709999999999994,43.53666666666667,6
2025,Mexico,2,Technology,Medium,741,1.75,88.7,100.0,72.53,High,66.57,5.960000000000008,54.19666666666666,7
2018,Mexico,2,Technology,Small,65,2.21,93.2,81.3,9.9,Low,9.9,0.0,9.9,0
2019,Mexico,2,Technology,Small,98,1.84,73.9,96.4,22.34,Low,9.9,12.44,9.9,1
2020,Mexico,2,Technology,Small,54,1.6,75.6,83.7,27.03,Low,22.34,4.690000000000001,16.12,2
2021,Mexico,2,Technology,Small,14,2.19,93.5,61.4,23.96,Low,27.03,-3.0700000000000003,19.756666666666664,3
2022,Mexico,2,Technology,Small,21,1.85,83.7,83.1,26.36,Low,23.96,2.3999999999999986,24.44333333333333,4
2023,Mexico,2,Technology,Small,25,2.43,80.2,88.4,48.12,Medium,26.36,21.759999999999998,25.78333333333333,5
2024,Mexico,2,Technology,Small,31,1.79,73.8,70.6,60.9,High,48.12,12.780000000000001,32.81333333333333,6
2025,Mexico,2,Technology,Small,23,2.01,78.7,69.1,57.05,High,60.9,-3.8500000000000014,45.126666666666665,7
2018,Morocco,1,Agriculture,Large,13708,0.78,42.5,44.1,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Agriculture,Large,28392,1.52,59.3,60.9,4.6,Low,2.0,2.5999999999999996,2.0,1
2020,Morocco,1,Agriculture,Large,7077,1.11,50.0,48.8,8.47,Low,4.6,3.870000000000001,3.3,2
2021,Morocco,1,Agriculture,Large,20021,1.42,62.8,40.9,13.62,Low,8.47,5.149999999999999,5.023333333333333,3
2022,Morocco,1,Agriculture,Large,45055,0.63,59.9,68.4,18.56,Low,13.62,4.9399999999999995,8.896666666666667,4
2023,Morocco,1,Agriculture,Large,19083,1.01,66.0,50.4,30.75,Medium,18.56,12.190000000000001,13.549999999999999,5
2024,Morocco,1,Agriculture,Large,31366,1.08,57.6,24.1,45.41,Medium,30.75,14.659999999999997,20.976666666666667,6
2025,Morocco,1,Agriculture,Large,17159,1.59,46.8,47.0,43.11,Medium,45.41,-2.299999999999997,31.573333333333334,7
2018,Morocco,1,Agriculture,Medium,720,1.62,58.1,50.1,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Agriculture,Medium,454,1.05,63.9,46.0,2.0,Low,2.0,0.0,2.0,1
2020,Morocco,1,Agriculture,Medium,923,1.09,60.8,51.2,2.0,Low,2.0,0.0,2.0,2
2021,Morocco,1,Agriculture,Medium,418,1.56,42.7,61.6,15.04,Low,2.0,13.04,2.0,3
2022,Morocco,1,Agriculture,Medium,716,1.47,52.5,47.8,20.49,Low,15.04,5.449999999999999,6.346666666666667,4
2023,Morocco,1,Agriculture,Medium,930,1.14,55.1,52.2,23.96,Low,20.49,3.4700000000000024,12.51,5
2024,Morocco,1,Agriculture,Medium,492,0.68,70.8,52.8,42.76,Medium,23.96,18.799999999999997,19.83,6
2025,Morocco,1,Agriculture,Medium,172,1.03,71.2,33.3,38.59,Medium,42.76,-4.169999999999995,29.070000000000004,7
2018,Morocco,1,Agriculture,Small,72,1.55,62.9,55.5,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Agriculture,Small,58,0.83,58.7,41.5,2.0,Low,2.0,0.0,2.0,1
2020,Morocco,1,Agriculture,Small,92,0.9,60.3,33.7,4.58,Low,2.0,2.58,2.0,2
2021,Morocco,1,Agriculture,Small,27,1.16,70.0,34.4,12.97,Low,4.58,8.39,2.86,3
2022,Morocco,1,Agriculture,Small,8,0.88,64.6,29.0,17.12,Low,12.97,4.15,6.516666666666667,4
2023,Morocco,1,Agriculture,Small,75,0.94,46.4,42.5,24.7,Low,17.12,7.579999999999998,11.556666666666667,5
2024,Morocco,1,Agriculture,Small,24,1.5,59.7,35.7,34.37,Medium,24.7,9.669999999999998,18.263333333333335,6
2025,Morocco,1,Agriculture,Small,28,1.27,75.3,58.4,37.37,Medium,34.37,3.0,25.396666666666665,7
2018,Morocco,1,Automotive,Large,7353,1.36,62.3,51.3,10.17,Low,10.17,0.0,10.17,0
2019,Morocco,1,Automotive,Large,36365,0.48,58.1,46.0,10.91,Low,10.17,0.7400000000000002,10.17,1
2020,Morocco,1,Automotive,Large,28935,1.25,73.2,46.0,32.97,Medium,10.91,22.06,10.54,2
2021,Morocco,1,Automotive,Large,28113,1.14,66.8,40.7,40.81,Medium,32.97,7.840000000000003,18.016666666666666,3
2022,Morocco,1,Automotive,Large,38920,1.44,62.5,42.1,39.56,Medium,40.81,-1.25,28.23,4
2023,Morocco,1,Automotive,Large,17903,1.16,62.8,48.3,44.26,Medium,39.56,4.699999999999996,37.78,5
2024,Morocco,1,Automotive,Large,5415,1.18,58.4,51.5,62.12,High,44.26,17.86,41.54333333333333,6
2025,Morocco,1,Automotive,Large,38473,1.36,66.3,56.8,68.35,High,62.12,6.229999999999997,48.64666666666667,7
2018,Morocco,1,Automotive,Medium,815,1.58,56.3,54.5,10.47,Low,10.47,0.0,10.47,0
2019,Morocco,1,Automotive,Medium,642,1.13,68.0,60.4,9.67,Low,10.47,-0.8000000000000007,10.47,1
2020,Morocco,1,Automotive,Medium,401,1.27,73.2,34.2,19.02,Low,9.67,9.35,10.07,2
2021,Morocco,1,Automotive,Medium,571,1.16,46.5,41.5,24.08,Low,19.02,5.059999999999999,13.053333333333333,3
2022,Morocco,1,Automotive,Medium,695,1.07,65.5,58.0,30.5,Medium,24.08,6.420000000000002,17.59,4
2023,Morocco,1,Automotive,Medium,425,1.5,80.5,50.0,47.03,Medium,30.5,16.53,24.53333333333333,5
2024,Morocco,1,Automotive,Medium,694,1.2,52.1,57.6,49.14,Medium,47.03,2.1099999999999994,33.87,6
2025,Morocco,1,Automotive,Medium,733,1.07,45.9,33.9,58.32,High,49.14,9.18,42.223333333333336,7
2018,Morocco,1,Automotive,Small,98,1.04,62.3,51.2,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Automotive,Small,90,1.0,50.3,46.1,3.13,Low,2.0,1.13,2.0,1
2020,Morocco,1,Automotive,Small,27,1.07,57.4,60.4,8.69,Low,3.13,5.56,2.565,2
2021,Morocco,1,Automotive,Small,99,1.36,55.6,48.7,9.09,Low,8.69,0.40000000000000036,4.6066666666666665,3
2022,Morocco,1,Automotive,Small,63,0.61,61.2,50.7,23.57,Low,9.09,14.48,6.969999999999999,4
2023,Morocco,1,Automotive,Small,5,1.13,60.2,46.8,31.28,Medium,23.57,7.710000000000001,13.783333333333331,5
2024,Morocco,1,Automotive,Small,71,1.04,51.5,44.4,45.64,Medium,31.28,14.36,21.313333333333333,6
2025,Morocco,1,Automotive,Small,78,1.45,55.6,55.4,44.22,Medium,45.64,-1.4200000000000017,33.49666666666666,7
2018,Morocco,1,Education,Large,10252,1.33,66.2,52.0,6.2,Low,6.2,0.0,6.2,0
2019,Morocco,1,Education,Large,37242,1.25,58.6,61.2,12.55,Low,6.2,6.3500000000000005,6.2,1
2020,Morocco,1,Education,Large,48773,0.95,69.5,45.1,17.63,Low,12.55,5.079999999999998,9.375,2
2021,Morocco,1,Education,Large,16218,1.42,61.3,41.1,23.11,Low,17.63,5.48,12.126666666666665,3
2022,Morocco,1,Education,Large,20316,1.58,58.0,46.4,31.09,Medium,23.11,7.98,17.763333333333332,4
2023,Morocco,1,Education,Large,11811,1.28,62.0,57.8,38.88,Medium,31.09,7.790000000000003,23.94333333333333,5
2024,Morocco,1,Education,Large,41229,1.37,51.9,48.5,51.87,Medium,38.88,12.989999999999995,31.026666666666667,6
2025,Morocco,1,Education,Large,6257,0.93,56.5,44.0,53.5,Medium,51.87,1.6300000000000026,40.61333333333334,7
2018,Morocco,1,Education,Medium,994,1.43,67.4,47.2,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Education,Medium,716,1.67,54.2,43.8,2.13,Low,2.0,0.1299999999999999,2.0,1
2020,Morocco,1,Education,Medium,247,1.43,50.5,37.7,6.81,Low,2.13,4.68,2.065,2
2021,Morocco,1,Education,Medium,791,1.29,74.5,50.9,15.74,Low,6.81,8.93,3.6466666666666665,3
2022,Morocco,1,Education,Medium,612,0.96,68.1,43.5,20.33,Low,15.74,4.589999999999998,8.226666666666667,4
2023,Morocco,1,Education,Medium,861,0.91,73.4,54.9,29.07,Low,20.33,8.740000000000002,14.293333333333331,5
2024,Morocco,1,Education,Medium,594,0.99,56.8,45.8,43.7,Medium,29.07,14.630000000000003,21.713333333333335,6
2025,Morocco,1,Education,Medium,337,0.99,44.3,50.0,52.75,Medium,43.7,9.049999999999997,31.033333333333335,7
2018,Morocco,1,Education,Small,94,1.53,58.5,52.7,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Education,Small,70,0.9,59.0,43.2,2.0,Low,2.0,0.0,2.0,1
2020,Morocco,1,Education,Small,77,1.06,57.4,39.3,7.69,Low,2.0,5.69,2.0,2
2021,Morocco,1,Education,Small,86,1.27,39.3,45.8,18.9,Low,7.69,11.209999999999997,3.896666666666667,3
2022,Morocco,1,Education,Small,80,1.07,53.6,46.5,14.13,Low,18.9,-4.769999999999998,9.53,4
2023,Morocco,1,Education,Small,17,1.07,64.0,57.5,30.59,Medium,14.13,16.46,13.573333333333332,5
2024,Morocco,1,Education,Small,11,1.0,53.4,33.7,39.33,Medium,30.59,8.739999999999998,21.206666666666667,6
2025,Morocco,1,Education,Small,26,1.0,54.2,52.0,44.45,Medium,39.33,5.1200000000000045,28.016666666666666,7
2018,Morocco,1,Financial Services,Large,1661,1.27,66.0,37.7,17.52,Low,17.52,0.0,17.52,0
2019,Morocco,1,Financial Services,Large,28088,1.33,56.9,67.2,20.41,Low,17.52,2.8900000000000006,17.52,1
2020,Morocco,1,Financial Services,Large,29979,1.57,60.1,50.6,32.42,Medium,20.41,12.010000000000002,18.965,2
2021,Morocco,1,Financial Services,Large,36509,0.94,44.9,69.8,41.5,Medium,32.42,9.079999999999998,23.45,3
2022,Morocco,1,Financial Services,Large,42472,1.1,66.1,43.9,39.82,Medium,41.5,-1.6799999999999997,31.44333333333334,4
2023,Morocco,1,Financial Services,Large,24613,0.76,52.1,37.4,60.62,High,39.82,20.799999999999997,37.913333333333334,5
2024,Morocco,1,Financial Services,Large,19719,0.71,60.9,44.1,58.54,High,60.62,-2.0799999999999983,47.31333333333333,6
2025,Morocco,1,Financial Services,Large,20500,1.18,78.6,44.6,63.75,High,58.54,5.210000000000001,52.99333333333333,7
2018,Morocco,1,Financial Services,Medium,199,1.02,56.3,45.1,3.1,Low,3.1,0.0,3.1,0
2019,Morocco,1,Financial Services,Medium,645,0.71,64.8,57.5,2.0,Low,3.1,-1.1,3.1,1
2020,Morocco,1,Financial Services,Medium,356,0.72,63.0,48.7,24.36,Low,2.0,22.36,2.55,2
2021,Morocco,1,Financial Services,Medium,174,1.36,62.5,57.6,18.75,Low,24.36,-5.609999999999999,9.82,3
2022,Morocco,1,Financial Services,Medium,852,0.91,47.5,53.0,37.0,Medium,18.75,18.25,15.036666666666667,4
2023,Morocco,1,Financial Services,Medium,145,0.65,49.4,60.5,52.34,Medium,37.0,15.340000000000003,26.703333333333333,5
2024,Morocco,1,Financial Services,Medium,266,1.24,74.0,41.1,48.61,Medium,52.34,-3.730000000000004,36.03,6
2025,Morocco,1,Financial Services,Medium,276,1.37,60.6,53.9,53.35,Medium,48.61,4.740000000000002,45.98333333333333,7
2018,Morocco,1,Financial Services,Small,13,0.81,60.7,63.0,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Financial Services,Small,7,1.08,63.9,34.1,3.71,Low,2.0,1.71,2.0,1
2020,Morocco,1,Financial Services,Small,81,0.71,59.5,53.3,8.41,Low,3.71,4.7,2.855,2
2021,Morocco,1,Financial Services,Small,63,0.82,43.7,57.6,23.47,Low,8.41,15.059999999999999,4.706666666666667,3
2022,Morocco,1,Financial Services,Small,98,0.95,73.8,32.9,24.3,Low,23.47,0.8300000000000018,11.863333333333335,4
2023,Morocco,1,Financial Services,Small,79,0.81,54.7,48.6,37.14,Medium,24.3,12.84,18.726666666666667,5
2024,Morocco,1,Financial Services,Small,34,1.13,39.0,37.7,40.12,Medium,37.14,2.979999999999997,28.30333333333333,6
2025,Morocco,1,Financial Services,Small,85,1.04,60.8,57.4,55.31,High,40.12,15.190000000000005,33.85333333333333,7
2018,Morocco,1,Gaming,Large,1131,1.57,63.8,48.0,16.38,Low,16.38,0.0,16.38,0
2019,Morocco,1,Gaming,Large,27903,1.47,59.4,49.2,20.14,Low,16.38,3.7600000000000016,16.38,1
2020,Morocco,1,Gaming,Large,19030,1.72,60.7,55.2,38.45,Medium,20.14,18.310000000000002,18.259999999999998,2
2021,Morocco,1,Gaming,Large,13190,1.29,61.1,46.8,44.3,Medium,38.45,5.849999999999994,24.99,3
2022,Morocco,1,Gaming,Large,18863,0.92,55.0,50.4,41.7,Medium,44.3,-2.5999999999999943,34.29666666666667,4
2023,Morocco,1,Gaming,Large,29671,1.44,66.2,53.5,53.35,Medium,41.7,11.649999999999999,41.483333333333334,5
2024,Morocco,1,Gaming,Large,36176,1.14,60.5,49.9,67.45,High,53.35,14.100000000000001,46.449999999999996,6
2025,Morocco,1,Gaming,Large,35693,1.33,75.1,46.9,72.1,High,67.45,4.6499999999999915,54.166666666666664,7
2018,Morocco,1,Gaming,Medium,827,0.95,70.1,41.3,16.95,Low,16.95,0.0,16.95,0
2019,Morocco,1,Gaming,Medium,851,0.83,46.0,42.6,17.53,Low,16.95,0.5800000000000018,16.95,1
2020,Morocco,1,Gaming,Medium,796,1.04,73.4,36.9,27.86,Low,17.53,10.329999999999998,17.240000000000002,2
2021,Morocco,1,Gaming,Medium,300,1.48,59.7,58.0,30.76,Medium,27.86,2.900000000000002,20.78,3
2022,Morocco,1,Gaming,Medium,195,1.71,62.2,58.6,35.29,Medium,30.76,4.529999999999998,25.383333333333336,4
2023,Morocco,1,Gaming,Medium,376,1.35,51.5,54.8,39.44,Medium,35.29,4.149999999999999,31.30333333333333,5
2024,Morocco,1,Gaming,Medium,327,0.57,63.4,64.2,53.19,Medium,39.44,13.75,35.163333333333334,6
2025,Morocco,1,Gaming,Medium,235,1.1,69.1,54.1,67.44,High,53.19,14.25,42.63999999999999,7
2018,Morocco,1,Gaming,Small,77,0.95,71.7,53.9,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Gaming,Small,36,1.57,72.6,57.1,18.03,Low,2.0,16.03,2.0,1
2020,Morocco,1,Gaming,Small,91,1.64,67.8,43.3,5.81,Low,18.03,-12.220000000000002,10.015,2
2021,Morocco,1,Gaming,Small,71,1.72,67.3,38.8,17.13,Low,5.81,11.32,8.613333333333333,3
2022,Morocco,1,Gaming,Small,88,1.64,70.8,61.7,16.85,Low,17.13,-0.2799999999999976,13.656666666666666,4
2023,Morocco,1,Gaming,Small,42,0.8,71.1,58.2,43.78,Medium,16.85,26.93,13.263333333333334,5
2024,Morocco,1,Gaming,Small,35,0.96,72.7,53.8,48.63,Medium,43.78,4.850000000000001,25.919999999999998,6
2025,Morocco,1,Gaming,Small,61,1.68,58.3,64.6,58.6,High,48.63,9.969999999999999,36.42,7
2018,Morocco,1,Government,Large,13616,1.49,59.4,46.7,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Government,Large,35722,1.39,64.5,42.0,11.69,Low,2.0,9.69,2.0,1
2020,Morocco,1,Government,Large,19878,1.43,52.6,39.3,9.62,Low,11.69,-2.0700000000000003,6.845,2
2021,Morocco,1,Government,Large,15362,1.39,63.3,48.0,21.6,Low,9.62,11.980000000000002,7.77,3
2022,Morocco,1,Government,Large,4078,1.49,50.9,43.7,38.27,Medium,21.6,16.67,14.303333333333333,4
2023,Morocco,1,Government,Large,48092,1.33,64.8,42.7,40.62,Medium,38.27,2.3499999999999943,23.163333333333338,5
2024,Morocco,1,Government,Large,42500,1.37,56.5,43.0,51.92,Medium,40.62,11.300000000000004,33.49666666666667,6
2025,Morocco,1,Government,Large,20993,1.52,60.6,57.9,58.93,High,51.92,7.009999999999998,43.60333333333333,7
2018,Morocco,1,Government,Medium,609,1.43,46.0,43.6,2.43,Low,2.43,0.0,2.43,0
2019,Morocco,1,Government,Medium,975,1.34,58.2,47.6,2.0,Low,2.43,-0.43000000000000016,2.43,1
2020,Morocco,1,Government,Medium,140,1.23,50.8,65.3,14.69,Low,2.0,12.69,2.215,2
2021,Morocco,1,Government,Medium,743,1.09,60.6,42.9,8.9,Low,14.69,-5.789999999999999,6.373333333333332,3
2022,Morocco,1,Government,Medium,865,1.75,62.9,53.0,16.73,Low,8.9,7.83,8.53,4
2023,Morocco,1,Government,Medium,276,1.42,57.5,41.3,35.8,Medium,16.73,19.069999999999997,13.44,5
2024,Morocco,1,Government,Medium,174,0.75,48.2,40.7,41.37,Medium,35.8,5.57,20.476666666666667,6
2025,Morocco,1,Government,Medium,407,1.41,73.9,36.1,48.67,Medium,41.37,7.300000000000004,31.3,7
2018,Morocco,1,Government,Small,7,1.5,48.5,49.8,2.0,Low,2.0,0.0,2.0,0
2019,Morocco,1,Government,Small,82,1.0,66.9,53.1,2.0,Low,2.0,0.0,2.0,1
2020,Morocco,1,Government,Small,96,1.12,54.0,45.5,5.56,Low,2.0,3.5599999999999996,2.0,2
2021,Morocco,1,Government,Small,95,1.21,58.9,30.6,13.55,Low,5.56,7.990000000000001,3.186666666666666,3
2022,Morocco,1,Government,Small,74,1.46,73.3,46.2,16.97,Low,13.55,3.419999999999998,7.036666666666666,4
2023,Morocco,1,Government,Small,5,0.5,73.7,32.1,16.88,Low,16.97,-0.08999999999999986,12.026666666666666,5
2024,Morocco,1,Government,Small,42,1.17,62.3,28.9,38.33,Medium,16.88,21.45,15.799999999999999,6
2025,Morocco,1,Government,Small,77,1.61,65.3,44.2,48.71,Medium,38.33,10.380000000000003,24.06,7
2018,Morocco,1,Healthcare,Large,18139,1.3,46.7,50.0,16.49,Low,16.49,0.0,16.49,0
2019,Morocco,1,Healthcare,Large,17146,0.94,60.2,45.4,29.83,Low,16.49,13.34,16.49,1
2020,Morocco,1,Healthcare,Large,29906,1.2,69.0,51.5,32.73,Medium,29.83,2.8999999999999986,23.159999999999997,2
2021,Morocco,1,Healthcare,Large,44485,0.82,55.0,34.3,34.44,Medium,32.73,1.7100000000000009,26.349999999999998,3
2022,Morocco,1,Healthcare,Large,6729,0.8,61.8,49.8,46.73,Medium,34.44,12.29,32.333333333333336,4
2023,Morocco,1,Healthcare,Large,40735,1.36,65.7,64.9,59.81,High,46.73,13.080000000000005,37.96666666666667,5
2024,Morocco,1,Healthcare,Large,21932,1.4,62.9,44.7,61.38,High,59.81,1.5700000000000003,46.99333333333333,6
2025,Morocco,1,Healthcare,Large,48834,0.74,52.1,47.8,70.63,High,61.38,9.249999999999993,55.973333333333336,7
2018,Morocco,1,Healthcare,Medium,706,1.09,64.9,85.9,13.08,Low,13.08,0.0,13.08,0
2019,Morocco,1,Healthcare,Medium,978,1.34,65.2,38.4,11.18,Low,13.08,-1.9000000000000004,13.08,1
2020,Morocco,1,Healthcare,Medium,505,1.67,62.1,54.6,20.13,Low,11.18,8.95,12.129999999999999,2
2021,Morocco,1,Healthcare,Medium,680,1.68,57.2,54.8,25.63,Low,20.13,5.5,14.796666666666667,3
2022,Morocco,1,Healthcare,Medium,871,1.58,65.4,29.3,37.42,Medium,25.63,11.790000000000003,18.98,4
2023,Morocco,1,Healthcare,Medium,939,1.38,63.0,38.9,43.74,Medium,37.42,6.32,27.72666666666667,5
