country,industry,company_size,year,predicted_adoption_rate
United Kingdom,Technology,Large,2027,97.09
United Kingdom,Technology,Medium,2027,84.55
United Kingdom,Technology,Small,2027,84.39
United States,Agriculture,Large,2027,99.5
United States,Agriculture,Medium,2027,91.81
United States,Agriculture,Small,2027,66.07
United States,Automotive,Large,2027,96.95
United States,Automotive,Medium,2027,97.25
United States,Automotive,Small,2027,99.02
United States,Education,Large,2027,96.46
United States,Education,Medium,2027,80.62
United States,Education,Small,2027,90.15
United States,Financial Services,Large,2027,96.92
United States,Financial Services,Medium,2027,96.93
United States,Financial Services,Small,2027,72.33
United States,Gaming,Large,2027,96.97
United States,Gaming,Medium,2027,96.97
United States,Gaming,Small,2027,98.01
United States,Government,Large,2027,97.4
United States,Government,Medium,2027,65.18
United States,Government,Small,2027,39.93
United States,Healthcare,Large,2027,96.94
United States,Healthcare,Medium,2027,97.0
United States,Healthcare,Small,2027,98.74
United States,Legal,Large,2027,97.38
United States,Legal,Medium,2027,97.87
United States,Legal,Small,2027,46.14
United States,Manufacturing,Large,2027,96.98
United States,Manufacturing,Medium,2027,97.53
United States,Manufacturing,Small,2027,94.54
United States,Media & Entertainment,Large,2027,96.99
United States,Media & Entertainment,Medium,2027,96.95
United States,Media & Entertainment,Small,2027,99.5
United States,Retail,Large,2027,96.93
United States,Retail,Medium,2027,97.1
United States,Retail,Small,2027,94.77
United States,Technology,Large,2027,97.03
United States,Technology,Medium,2027,96.98
United States,Technology,Small,2027,85.7
Australia,Agriculture,Large,2028,42.05
Australia,Agriculture,Medium,2028,75.71
Australia,Agriculture,Small,2028,68.3
Australia,Automotive,Large,2028,97.0
Australia,Automotive,Medium,2028,97.01
Australia,Automotive,Small,2028,76.22
Australia,Education,Large,2028,96.5
Australia,Education,Medium,2028,97.52
Australia,Education,Small,2028,98.23
Australia,Financial Services,Large,2028,96.98
Australia,Financial Services,Medium,2028,97.32
Australia,Financial Services,Small,2028,97.25
Australia,Gaming,Large,2028,96.33
Australia,Gaming,Medium,2028,97.41
Australia,Gaming,Small,2028,98.09
Australia,Government,Large,2028,86.46
Australia,Government,Medium,2028,69.28
Australia,Government,Small,2028,94.94
Australia,Healthcare,Large,2028,96.27
Australia,Healthcare,Medium,2028,87.0
Australia,Healthcare,Small,2028,97.3
Australia,Legal,Large,2028,89.01
Australia,Legal,Medium,2028,98.48
Australia,Legal,Small,2028,69.61
Australia,Manufacturing,Large,2028,93.47
Australia,Manufacturing,Medium,2028,97.39
Australia,Manufacturing,Small,2028,66.96
Australia,Media & Entertainment,Large,2028,83.7
Australia,Media & Entertainment,Medium,2028,97.32
Australia,Media & Entertainment,Small,2028,98.1
Australia,Retail,Large,2028,93.58
Australia,Retail,Medium,2028,97.48
Australia,Retail,Small,2028,72.71
Australia,Technology,Large,2028,96.99
Australia,Technology,Medium,2028,96.26
Australia,Technology,Small,2028,97.51
Brazil,Agriculture,Large,2028,76.84
Brazil,Agriculture,Medium,2028,52.84
Brazil,Agriculture,Small,2028,63.98
Brazil,Automotive,Large,2028,96.91
Brazil,Automotive,Medium,2028,97.37
Brazil,Automotive,Small,2028,76.23
Brazil,Education,Large,2028,96.99
Brazil,Education,Medium,2028,42.6
Brazil,Education,Small,2028,99.5
Brazil,Financial Services,Large,2028,93.47
Brazil,Financial Services,Medium,2028,89.9
Brazil,Financial Services,Small,2028,97.87
Brazil,Gaming,Large,2028,97.06
Brazil,Gaming,Medium,2028,94.84
Brazil,Gaming,Small,2028,37.87
Brazil,Government,Large,2028,97.7
Brazil,Government,Medium,2028,98.03
Brazil,Government,Small,2028,65.51
Brazil,Healthcare,Large,2028,93.98
Brazil,Healthcare,Medium,2028,75.7
Brazil,Healthcare,Small,2028,98.93
Brazil,Legal,Large,2028,98.28
Brazil,Legal,Medium,2028,69.5
Brazil,Legal,Small,2028,38.84
Brazil,Manufacturing,Large,2028,97.73
Brazil,Manufacturing,Medium,2028,91.12
Brazil,Manufacturing,Small,2028,74.99
Brazil,Media & Entertainment,Large,2028,97.06
Brazil,Media & Entertainment,Medium,2028,97.1
Brazil,Media & Entertainment,Small,2028,98.1
Brazil,Retail,Large,2028,93.62
Brazil,Retail,Medium,2028,94.39
Brazil,Retail,Small,2028,97.94
Brazil,Technology,Large,2028,96.97
Brazil,Technology,Medium,2028,96.3
Brazil,Technology,Small,2028,86.24
Canada,Agriculture,Large,2028,97.06
Canada,Agriculture,Medium,2028,98.34
Canada,Agriculture,Small,2028,87.04
Canada,Automotive,Large,2028,96.94
Canada,Automotive,Medium,2028,97.11
Canada,Automotive,Small,2028,97.26
Canada,Education,Large,2028,93.1
Canada,Education,Medium,2028,79.51
Canada,Education,Small,2028,58.13
Canada,Financial Services,Large,2028,96.94
Canada,Financial Services,Medium,2028,97.09
Canada,Financial Services,Small,2028,97.05
Canada,Gaming,Large,2028,96.94
Canada,Gaming,Medium,2028,96.98
Canada,Gaming,Small,2028,97.38
Canada,Government,Large,2028,97.83
Canada,Government,Medium,2028,99.11
Canada,Government,Small,2028,80.05
Canada,Healthcare,Large,2028,96.97
Canada,Healthcare,Medium,2028,96.98
Canada,Healthcare,Small,2028,97.54
Canada,Legal,Large,2028,97.36
Canada,Legal,Medium,2028,78.05
Canada,Legal,Small,2028,76.41
Canada,Manufacturing,Large,2028,97.04
Canada,Manufacturing,Medium,2028,93.68
Canada,Manufacturing,Small,2028,80.54
Canada,Media & Entertainment,Large,2028,96.83
Canada,Media & Entertainment,Medium,2028,97.09
Canada,Media & Entertainment,Small,2028,87.01
Canada,Retail,Large,2028,94.6
Canada,Retail,Medium,2028,97.3
Canada,Retail,Small,2028,57.18
Canada,Technology,Large,2028,96.15
Canada,Technology,Medium,2028,96.3
Canada,Technology,Small,2028,97.04
China,Agriculture,Large,2028,90.49
China,Agriculture,Medium,2028,53.17
China,Agriculture,Small,2028,99.5
China,Automotive,Large,2028,97.0
China,Automotive,Medium,2028,92.22
China,Automotive,Small,2028,97.72
China,Education,Large,2028,93.28
China,Education,Medium,2028,62.38
China,Education,Small,2028,78.11
China,Financial Services,Large,2028,96.8
China,Financial Services,Medium,2028,96.84
China,Financial Services,Small,2028,92.19
China,Gaming,Large,2028,96.91
China,Gaming,Medium,2028,96.79
China,Gaming,Small,2028,71.16
China,Government,Large,2028,71.37
China,Government,Medium,2028,79.83
China,Government,Small,2028,98.77
China,Healthcare,Large,2028,96.97
China,Healthcare,Medium,2028,96.12
China,Healthcare,Small,2028,97.46
China,Legal,Large,2028,96.94
China,Legal,Medium,2028,97.62
China,Legal,Small,2028,69.42
China,Manufacturing,Large,2028,96.98
China,Manufacturing,Medium,2028,97.37
China,Manufacturing,Small,2028,91.07
China,Media & Entertainment,Large,2028,96.4
China,Media & Entertainment,Medium,2028,93.62
China,Media & Entertainment,Small,2028,62.48
China,Retail,Large,2028,96.11
China,Retail,Medium,2028,97.38
China,Retail,Small,2028,98.55
China,Technology,Large,2028,96.97
China,Technology,Medium,2028,96.98
China,Technology,Small,2028,93.42
Egypt,Agriculture,Large,2028,97.59
Egypt,Agriculture,Medium,2028,88.74
Egypt,Agriculture,Small,2028,99.5
Egypt,Automotive,Large,2028,98.0
Egypt,Automotive,Medium,2028,66.89
Egypt,Automotive,Small,2028,98.01
Egypt,Education,Large,2028,97.75
Egypt,Education,Medium,2028,99.31
Egypt,Education,Small,2028,37.61
Egypt,Financial Services,Large,2028,80.58
Egypt,Financial Services,Medium,2028,69.27
Egypt,Financial Services,Small,2028,37.76
Egypt,Gaming,Large,2028,93.72
Egypt,Gaming,Medium,2028,96.99
Egypt,Gaming,Small,2028,74.4
Egypt,Government,Large,2028,46.8
Egypt,Government,Medium,2028,47.58
Egypt,Government,Small,2028,99.5
Egypt,Healthcare,Large,2028,76.76
Egypt,Healthcare,Medium,2028,98.87
Egypt,Healthcare,Small,2028,67.56
Egypt,Legal,Large,2028,98.01
Egypt,Legal,Medium,2028,98.91
Egypt,Legal,Small,2028,79.05
Egypt,Manufacturing,Large,2028,97.44
Egypt,Manufacturing,Medium,2028,76.82
Egypt,Manufacturing,Small,2028,81.5
Egypt,Media & Entertainment,Large,2028,97.56
Egypt,Media & Entertainment,Medium,2028,82.71
Egypt,Media & Entertainment,Small,2028,67.89
Egypt,Retail,Large,2028,97.49
Egypt,Retail,Medium,2028,67.52
Egypt,Retail,Small,2028,41.19
Egypt,Technology,Large,2028,97.14
Egypt,Technology,Medium,2028,97.0
Egypt,Technology,Small,2028,76.08
France,Agriculture,Large,2028,82.03
France,Agriculture,Medium,2028,99.5
France,Agriculture,Small,2028,69.72
France,Automotive,Large,2028,96.98
France,Automotive,Medium,2028,93.67
France,Automotive,Small,2028,97.44
France,Education,Large,2028,96.6
France,Education,Medium,2028,97.36
France,Education,Small,2028,63.89
France,Financial Services,Large,2028,96.92
France,Financial Services,Medium,2028,84.02
France,Financial Services,Small,2028,97.21
France,Gaming,Large,2028,97.02
France,Gaming,Medium,2028,95.35
France,Gaming,Small,2028,74.31
France,Government,Large,2028,93.73
France,Government,Medium,2028,97.32
France,Government,Small,2028,82.14
France,Healthcare,Large,2028,96.97
France,Healthcare,Medium,2028,97.02
France,Healthcare,Small,2028,82.14
France,Legal,Large,2028,97.32
France,Legal,Medium,2028,58.79
France,Legal,Small,2028,50.22
France,Manufacturing,Large,2028,96.93
France,Manufacturing,Medium,2028,97.32
France,Manufacturing,Small,2028,87.2
France,Media & Entertainment,Large,2028,96.9
France,Media & Entertainment,Medium,2028,82.15
France,Media & Entertainment,Small,2028,58.55
France,Retail,Large,2028,93.58
France,Retail,Medium,2028,83.86
France,Retail,Small,2028,63.98
France,Technology,Large,2028,97.01
France,Technology,Medium,2028,96.98
France,Technology,Small,2028,97.09
Germany,Agriculture,Large,2028,98.06
Germany,Agriculture,Medium,2028,99.26
Germany,Agriculture,Small,2028,88.1
Germany,Automotive,Large,2028,96.96
Germany,Automotive,Medium,2028,96.96
Germany,Automotive,Small,2028,75.69
Germany,Education,Large,2028,93.1
Germany,Education,Medium,2028,78.49
Germany,Education,Small,2028,88.1
Germany,Financial Services,Large,2028,97.07
Germany,Financial Services,Medium,2028,93.81
Germany,Financial Services,Small,2028,73.49
Germany,Gaming,Large,2028,97.09
Germany,Gaming,Medium,2028,96.73
Germany,Gaming,Small,2028,97.12
Germany,Government,Large,2028,97.02
Germany,Government,Medium,2028,73.58
Germany,Government,Small,2028,58.69
Germany,Healthcare,Large,2028,97.01
Germany,Healthcare,Medium,2028,96.37
Germany,Healthcare,Small,2028,83.84
Germany,Legal,Large,2028,93.83
Germany,Legal,Medium,2028,82.26
Germany,Legal,Small,2028,65.98
Germany,Manufacturing,Large,2028,97.12
Germany,Manufacturing,Medium,2028,97.18
Germany,Manufacturing,Small,2028,98.01
Germany,Media & Entertainment,Large,2028,96.93
Germany,Media & Entertainment,Medium,2028,96.98
Germany,Media & Entertainment,Small,2028,68.28
Germany,Retail,Large,2028,96.38
Germany,Retail,Medium,2028,96.33
Germany,Retail,Small,2028,97.84
Germany,Technology,Large,2028,97.1
Germany,Technology,Medium,2028,97.05
Germany,Technology,Small,2028,97.19
India,Agriculture,Large,2028,81.3
India,Agriculture,Medium,2028,49.7
India,Agriculture,Small,2028,68.95
India,Automotive,Large,2028,96.96
India,Automotive,Medium,2028,97.51
India,Automotive,Small,2028,74.55
India,Education,Large,2028,93.03
India,Education,Medium,2028,60.33
India,Education,Small,2028,89.51
India,Financial Services,Large,2028,96.94
India,Financial Services,Medium,2028,88.79
India,Financial Services,Small,2028,77.87
India,Gaming,Large,2028,93.44
India,Gaming,Medium,2028,97.35
India,Gaming,Small,2028,97.51
India,Government,Large,2028,97.45
India,Government,Medium,2028,35.48
India,Government,Small,2028,44.06
India,Healthcare,Large,2028,96.34
India,Healthcare,Medium,2028,94.07
India,Healthcare,Small,2028,89.64
India,Legal,Large,2028,97.4
India,Legal,Medium,2028,83.04
India,Legal,Small,2028,83.5
India,Manufacturing,Large,2028,97.42
India,Manufacturing,Medium,2028,98.25
India,Manufacturing,Small,2028,53.38
India,Media & Entertainment,Large,2028,93.43
India,Media & Entertainment,Medium,2028,71.23
India,Media & Entertainment,Small,2028,52.4
India,Retail,Large,2028,97.34
India,Retail,Medium,2028,97.32
India,Retail,Small,2028,84.67
India,Technology,Large,2028,96.98
India,Technology,Medium,2028,97.23
India,Technology,Small,2028,85.81
Israel,Agriculture,Large,2028,97.52
Israel,Agriculture,Medium,2028,77.63
Israel,Agriculture,Small,2028,91.32
Israel,Automotive,Large,2028,96.78
Israel,Automotive,Medium,2028,97.0
Israel,Automotive,Small,2028,93.54
Israel,Education,Large,2028,93.23
Israel,Education,Medium,2028,96.55
Israel,Education,Small,2028,97.48
Israel,Financial Services,Large,2028,97.06
Israel,Financial Services,Medium,2028,96.97
Israel,Financial Services,Small,2028,96.21
Israel,Gaming,Large,2028,96.96
Israel,Gaming,Medium,2028,96.98
Israel,Gaming,Small,2028,93.73
Israel,Government,Large,2028,93.88
Israel,Government,Medium,2028,96.97
Israel,Government,Small,2028,99.3
Israel,Healthcare,Large,2028,96.82
Israel,Healthcare,Medium,2028,96.96
Israel,Healthcare,Small,2028,97.1
Israel,Legal,Large,2028,93.66
Israel,Legal,Medium,2028,97.42
Israel,Legal,Small,2028,97.54
Israel,Manufacturing,Large,2028,97.06
Israel,Manufacturing,Medium,2028,96.95
Israel,Manufacturing,Small,2028,89.11
Israel,Media & Entertainment,Large,2028,97.03
Israel,Media & Entertainment,Medium,2028,96.24
Israel,Media & Entertainment,Small,2028,97.13
Israel,Retail,Large,2028,96.96
Israel,Retail,Medium,2028,93.58
Israel,Retail,Small,2028,70.89
Israel,Technology,Large,2028,96.95
Israel,Technology,Medium,2028,96.95
Israel,Technology,Small,2028,97.06
Japan,Agriculture,Large,2028,98.03
Japan,Agriculture,Medium,2028,91.89
Japan,Agriculture,Small,2028,83.54
Japan,Automotive,Large,2028,96.38
Japan,Automotive,Medium,2028,93.68
Japan,Automotive,Small,2028,69.41
Japan,Education,Large,2028,96.51
Japan,Education,Medium,2028,97.44
Japan,Education,Small,2028,98.57
Japan,Financial Services,Large,2028,96.92
Japan,Financial Services,Medium,2028,97.01
Japan,Financial Services,Small,2028,77.93
Japan,Gaming,Large,2028,96.96
Japan,Gaming,Medium,2028,93.57
Japan,Gaming,Small,2028,85.2
Japan,Government,Large,2028,97.43
Japan,Government,Medium,2028,74.7
Japan,Government,Small,2028,91.62
Japan,Healthcare,Large,2028,97.0
Japan,Healthcare,Medium,2028,97.2
Japan,Healthcare,Small,2028,96.2
Japan,Legal,Large,2028,76.31
Japan,Legal,Medium,2028,93.51
Japan,Legal,Small,2028,44.79
Japan,Manufacturing,Large,2028,97.05
Japan,Manufacturing,Medium,2028,82.31
Japan,Manufacturing,Small,2028,97.24
Japan,Media & Entertainment,Large,2028,97.0
Japan,Media & Entertainment,Medium,2028,85.04
Japan,Media & Entertainment,Small,2028,80.13
Japan,Retail,Large,2028,96.32
Japan,Retail,Medium,2028,87.66
Japan,Retail,Small,2028,97.35
Japan,Technology,Large,2028,96.99
Japan,Technology,Medium,2028,96.28
Japan,Technology,Small,2028,96.92
Mexico,Agriculture,Large,2028,52.89
Mexico,Agriculture,Medium,2028,21.91
Mexico,Agriculture,Small,2028,91.37
Mexico,Automotive,Large,2028,97.04
Mexico,Automotive,Medium,2028,90.06
Mexico,Automotive,Small,2028,66.32
Mexico,Education,Large,2028,98.02
Mexico,Education,Medium,2028,98.89
Mexico,Education,Small,2028,52.76
Mexico,Financial Services,Large,2028,96.97
Mexico,Financial Services,Medium,2028,97.33
Mexico,Financial Services,Small,2028,94.11
Mexico,Gaming,Large,2028,96.93
Mexico,Gaming,Medium,2028,93.44
Mexico,Gaming,Small,2028,74.94
Mexico,Government,Large,2028,93.79
Mexico,Government,Medium,2028,98.13
Mexico,Government,Small,2028,99.43
Mexico,Healthcare,Large,2028,86.71
Mexico,Healthcare,Medium,2028,52.76
Mexico,Healthcare,Small,2028,59.14
Mexico,Legal,Large,2028,97.78
Mexico,Legal,Medium,2028,59.83
Mexico,Legal,Small,2028,63.33
Mexico,Manufacturing,Large,2028,97.1
Mexico,Manufacturing,Medium,2028,78.72
Mexico,Manufacturing,Small,2028,98.75
Mexico,Media & Entertainment,Large,2028,97.38
Mexico,Media & Entertainment,Medium,2028,96.86
Mexico,Media & Entertainment,Small,2028,99.01
Mexico,Retail,Large,2028,58.75
Mexico,Retail,Medium,2028,97.03
Mexico,Retail,Small,2028,37.01
Mexico,Technology,Large,2028,93.5
Mexico,Technology,Medium,2028,92.77
Mexico,Technology,Small,2028,49.38
Morocco,Agriculture,Large,2028,37.84
Morocco,Agriculture,Medium,2028,31.08
Morocco,Agriculture,Small,2028,45.36
Morocco,Automotive,Large,2028,87.17
Morocco,Automotive,Medium,2028,85.2
Morocco,Automotive,Small,2028,40.78
Morocco,Education,Large,2028,59.0
Morocco,Education,Medium,2028,79.08
Morocco,Education,Small,2028,58.17
Morocco,Financial Services,Large,2028,78.49
Morocco,Financial Services,Medium,2028,68.93
Morocco,Financial Services,Small,2028,96.88
Morocco,Gaming,Large,2028,87.4
Morocco,Gaming,Medium,2028,98.91
Morocco,Gaming,Small,2028,89.03
Morocco,Government,Large,2028,81.22
Morocco,Government,Medium,2028,68.03
Morocco,Government,Small,2028,78.72
Morocco,Healthcare,Large,2028,97.62
Morocco,Healthcare,Medium,2028,98.36
Morocco,Healthcare,Small,2028,69.38
Morocco,Legal,Large,2028,82.08
Morocco,Legal,Medium,2028,85.41
Morocco,Legal,Small,2028,59.96
Morocco,Manufacturing,Large,2028,82.11
Morocco,Manufacturing,Medium,2028,69.91
Morocco,Manufacturing,Small,2028,99.0
Morocco,Media & Entertainment,Large,2028,87.97
Morocco,Media & Entertainment,Medium,2028,84.23
Morocco,Media & Entertainment,Small,2028,61.28
Morocco,Retail,Large,2028,52.99
Morocco,Retail,Medium,2028,54.61
Morocco,Retail,Small,2028,97.28
Morocco,Technology,Large,2028,97.76
Morocco,Technology,Medium,2028,68.18
Morocco,Technology,Small,2028,41.43
Netherlands,Agriculture,Large,2028,62.63
Netherlands,Agriculture,Medium,2028,52.01
Netherlands,Agriculture,Small,2028,99.25
Netherlands,Automotive,Large,2028,97.01
Netherlands,Automotive,Medium,2028,94.0
Netherlands,Automotive,Small,2028,97.29
Netherlands,Education,Large,2028,96.41
Netherlands,Education,Medium,2028,96.46
Netherlands,Education,Small,2028,97.3
Netherlands,Financial Services,Large,2028,96.94
Netherlands,Financial Services,Medium,2028,96.96
Netherlands,Financial Services,Small,2028,97.28
Netherlands,Gaming,Large,2028,97.03
Netherlands,Gaming,Medium,2028,93.83
Netherlands,Gaming,Small,2028,97.43
Netherlands,Government,Large,2028,97.02
Netherlands,Government,Medium,2028,68.21
Netherlands,Government,Small,2028,83.49
Netherlands,Healthcare,Large,2028,96.93
Netherlands,Healthcare,Medium,2028,87.34
Netherlands,Healthcare,Small,2028,80.77
Netherlands,Legal,Large,2028,93.51
Netherlands,Legal,Medium,2028,97.37
Netherlands,Legal,Small,2028,79.28
Netherlands,Manufacturing,Large,2028,97.09
Netherlands,Manufacturing,Medium,2028,93.83
Netherlands,Manufacturing,Small,2028,97.06
Netherlands,Media & Entertainment,Large,2028,96.96
Netherlands,Media & Entertainment,Medium,2028,97.33
Netherlands,Media & Entertainment,Small,2028,70.12
Netherlands,Retail,Large,2028,97.0
Netherlands,Retail,Medium,2028,88.36
Netherlands,Retail,Small,2028,96.9
Netherlands,Technology,Large,2028,96.79
Netherlands,Technology,Medium,2028,96.98
Netherlands,Technology,Small,2028,96.94
Nigeria,Agriculture,Large,2028,79.1
Nigeria,Agriculture,Medium,2028,83.53
Nigeria,Agriculture,Small,2028,65.48
Nigeria,Automotive,Large,2028,98.95
Nigeria,Automotive,Medium,2028,99.21
Nigeria,Automotive,Small,2028,99.4
Nigeria,Education,Large,2028,97.97
Nigeria,Education,Medium,2028,99.07
Nigeria,Education,Small,2028,61.82
Nigeria,Financial Services,Large,2028,98.9
Nigeria,Financial Services,Medium,2028,28.25
Nigeria,Financial Services,Small,2028,60.6
Nigeria,Gaming,Large,2028,97.49
Nigeria,Gaming,Medium,2028,98.98
Nigeria,Gaming,Small,2028,47.48
Nigeria,Government,Large,2028,96.47
Nigeria,Government,Medium,2028,97.39
Nigeria,Government,Small,2028,67.85
Nigeria,Healthcare,Large,2028,96.27
Nigeria,Healthcare,Medium,2028,84.65
Nigeria,Healthcare,Small,2028,98.26
Nigeria,Legal,Large,2028,99.5
Nigeria,Legal,Medium,2028,76.9
Nigeria,Legal,Small,2028,55.66
Nigeria,Manufacturing,Large,2028,98.72
Nigeria,Manufacturing,Medium,2028,83.96
Nigeria,Manufacturing,Small,2028,90.04
Nigeria,Media & Entertainment,Large,2028,98.3
Nigeria,Media & Entertainment,Medium,2028,73.97
Nigeria,Media & Entertainment,Small,2028,98.36
Nigeria,Retail,Large,2028,66.0
Nigeria,Retail,Medium,2028,37.04
Nigeria,Retail,Small,2028,67.26
Nigeria,Technology,Large,2028,91.03
Nigeria,Technology,Medium,2028,99.2
Nigeria,Technology,Small,2028,67.11
Singapore,Agriculture,Large,2028,83.96
Singapore,Agriculture,Medium,2028,69.31
Singapore,Agriculture,Small,2028,85.64
Singapore,Automotive,Large,2028,96.94
Singapore,Automotive,Medium,2028,96.28
Singapore,Automotive,Small,2028,72.97
Singapore,Education,Large,2028,93.39
Singapore,Education,Medium,2028,96.8
Singapore,Education,Small,2028,96.74
Singapore,Financial Services,Large,2028,96.93
Singapore,Financial Services,Medium,2028,96.95
Singapore,Financial Services,Small,2028,97.38
Singapore,Gaming,Large,2028,96.95
Singapore,Gaming,Medium,2028,91.24
Singapore,Gaming,Small,2028,95.58
Singapore,Government,Large,2028,93.64
Singapore,Government,Medium,2028,97.39
Singapore,Government,Small,2028,90.35
Singapore,Healthcare,Large,2028,96.95
Singapore,Healthcare,Medium,2028,93.72
Singapore,Healthcare,Small,2028,96.68
Singapore,Legal,Large,2028,93.59
Singapore,Legal,Medium,2028,97.7
Singapore,Legal,Small,2028,98.94
Singapore,Manufacturing,Large,2028,96.79
Singapore,Manufacturing,Medium,2028,93.83
Singapore,Manufacturing,Small,2028,97.78
Singapore,Media & Entertainment,Large,2028,97.04
Singapore,Media & Entertainment,Medium,2028,93.86
Singapore,Media & Entertainment,Small,2028,97.04
Singapore,Retail,Large,2028,96.35
Singapore,Retail,Medium,2028,94.03
Singapore,Retail,Small,2028,79.02
Singapore,Technology,Large,2028,97.02
Singapore,Technology,Medium,2028,96.94
Singapore,Technology,Small,2028,86.67
South Africa,Agriculture,Large,2028,96.39
South Africa,Agriculture,Medium,2028,70.62
South Africa,Agriculture,Small,2028,65.36
South Africa,Automotive,Large,2028,64.35
South Africa,Automotive,Medium,2028,96.98
South Africa,Automotive,Small,2028,98.92
South Africa,Education,Large,2028,79.56
South Africa,Education,Medium,2028,11.6
South Africa,Education,Small,2028,74.12
South Africa,Financial Services,Large,2028,97.33
South Africa,Financial Services,Medium,2028,97.18
South Africa,Financial Services,Small,2028,32.88
South Africa,Gaming,Large,2028,97.37
South Africa,Gaming,Medium,2028,97.31
South Africa,Gaming,Small,2028,96.92
South Africa,Government,Large,2028,59.83
South Africa,Government,Medium,2028,71.85
South Africa,Government,Small,2028,72.76
South Africa,Healthcare,Large,2028,64.4
South Africa,Healthcare,Medium,2028,87.13
South Africa,Healthcare,Small,2028,83.03
South Africa,Legal,Large,2028,98.01
South Africa,Legal,Medium,2028,42.09
South Africa,Legal,Small,2028,23.57
South Africa,Manufacturing,Large,2028,96.79
South Africa,Manufacturing,Medium,2028,98.05
South Africa,Manufacturing,Small,2028,99.3
South Africa,Media & Entertainment,Large,2028,95.92
South Africa,Media & Entertainment,Medium,2028,92.38
South Africa,Media & Entertainment,Small,2028,80.25
South Africa,Retail,Large,2028,96.77
South Africa,Retail,Medium,2028,95.93
South Africa,Retail,Small,2028,99.5
South Africa,Technology,Large,2028,93.58
South Africa,Technology,Medium,2028,97.09
South Africa,Technology,Small,2028,65.93
South Korea,Agriculture,Large,2028,71.34
South Korea,Agriculture,Medium,2028,76.35
South Korea,Agriculture,Small,2028,77.76
South Korea,Automotive,Large,2028,96.93
South Korea,Automotive,Medium,2028,97.04
South Korea,Automotive,Small,2028,72.86
South Korea,Education,Large,2028,93.03
South Korea,Education,Medium,2028,96.82
South Korea,Education,Small,2028,60.72
South Korea,Financial Services,Large,2028,96.98
South Korea,Financial Services,Medium,2028,93.52
South Korea,Financial Services,Small,2028,70.41
South Korea,Gaming,Large,2028,96.97
South Korea,Gaming,Medium,2028,97.07
South Korea,Gaming,Small,2028,92.77
South Korea,Government,Large,2028,80.96
South Korea,Government,Medium,2028,98.14
South Korea,Government,Small,2028,81.61
South Korea,Healthcare,Large,2028,97.01
South Korea,Healthcare,Medium,2028,96.95
South Korea,Healthcare,Small,2028,97.34
South Korea,Legal,Large,2028,93.66
South Korea,Legal,Medium,2028,57.3
South Korea,Legal,Small,2028,80.74
South Korea,Manufacturing,Large,2028,96.94
South Korea,Manufacturing,Medium,2028,97.05
South Korea,Manufacturing,Small,2028,64.92
South Korea,Media & Entertainment,Large,2028,96.97
South Korea,Media & Entertainment,Medium,2028,96.97
South Korea,Media & Entertainment,Small,2028,97.32
South Korea,Retail,Large,2028,96.33
South Korea,Retail,Medium,2028,97.07
South Korea,Retail,Small,2028,69.45
South Korea,Technology,Large,2028,97.01
South Korea,Technology,Medium,2028,93.72
South Korea,Technology,Small,2028,96.99
Sweden,Agriculture,Large,2028,98.34
Sweden,Agriculture,Medium,2028,63.87
Sweden,Agriculture,Small,2028,35.83
Sweden,Automotive,Large,2028,96.93
Sweden,Automotive,Medium,2028,96.17
Sweden,Automotive,Small,2028,97.31
Sweden,Education,Large,2028,96.56
Sweden,Education,Medium,2028,97.47
Sweden,Education,Small,2028,64.67
Sweden,Financial Services,Large,2028,97.01
Sweden,Financial Services,Medium,2028,97.09
Sweden,Financial Services,Small,2028,97.0
Sweden,Gaming,Large,2028,96.79
Sweden,Gaming,Medium,2028,96.94
Sweden,Gaming,Small,2028,96.97
Sweden,Government,Large,2028,97.45
Sweden,Government,Medium,2028,84.63
Sweden,Government,Small,2028,89.91
Sweden,Healthcare,Large,2028,97.0
Sweden,Healthcare,Medium,2028,96.27
Sweden,Healthcare,Small,2028,96.74
Sweden,Legal,Large,2028,96.3
Sweden,Legal,Medium,2028,96.96
Sweden,Legal,Small,2028,58.89
Sweden,Manufacturing,Large,2028,96.99
Sweden,Manufacturing,Medium,2028,93.76
Sweden,Manufacturing,Small,2028,85.55
Sweden,Media & Entertainment,Large,2028,97.01
Sweden,Media & Entertainment,Medium,2028,97.33
Sweden,Media & Entertainment,Small,2028,77.81
Sweden,Retail,Large,2028,97.01
Sweden,Retail,Medium,2028,96.91
Sweden,Retail,Small,2028,96.92
Sweden,Technology,Large,2028,96.97
Sweden,Technology,Medium,2028,97.07
Sweden,Technology,Small,2028,97.31
United Kingdom,Agriculture,Large,2028,96.71
United Kingdom,Agriculture,Medium,2028,92.61
United Kingdom,Agriculture,Small,2028,90.97
United Kingdom,Automotive,Large,2028,96.96
United Kingdom,Automotive,Medium,2028,96.97
United Kingdom,Automotive,Small,2028,97.05
United Kingdom,Education,Large,2028,93.31
United Kingdom,Education,Medium,2028,92.4
United Kingdom,Education,Small,2028,97.34
United Kingdom,Financial Services,Large,2028,97.07
United Kingdom,Financial Services,Medium,2028,96.32
United Kingdom,Financial Services,Small,2028,97.37
United Kingdom,Gaming,Large,2028,96.97
United Kingdom,Gaming,Medium,2028,96.95
United Kingdom,Gaming,Small,2028,97.48
United Kingdom,Government,Large,2028,93.71
United Kingdom,Government,Medium,2028,87.63
United Kingdom,Government,Small,2028,96.36
